City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Rikitea,PF,-23.1203,-134.9692,74.39,75,3,15.12,clear sky
1,Chuy,UY,-33.6971,-53.4616,58.42,91,100,3.36,overcast clouds
2,Mar Del Plata,AR,-38.0023,-57.5575,52.27,72,3,7.31,clear sky
3,Antofagasta,CL,-23.65,-70.4,56.48,63,35,7.74,scattered clouds
4,Kapaa,US,22.0752,-159.319,73.38,79,11,12.08,moderate rain
5,San Cristobal,VE,7.7669,-72.225,77.05,57,98,4.47,overcast clouds
6,Atuona,PF,-9.8,-139.0333,77.7,71,8,19.24,clear sky
7,Bambous Virieux,MU,-20.3428,57.7575,70.05,68,75,12.66,broken clouds
8,Staraya Poltavka,RU,50.4772,46.4814,95.13,12,100,9.06,overcast clouds
9,Avarua,CK,-21.2078,-159.775,66.25,100,75,1.14,broken clouds
10,Atambua,ID,-9.1061,124.8925,71.37,86,41,6.04,scattered clouds
11,Busselton,AU,-33.65,115.3333,53.1,84,0,8.72,clear sky
12,Hilo,US,19.7297,-155.09,73.8,90,40,3.44,scattered clouds
13,Kaitangata,NZ,-46.2817,169.8464,40.87,90,45,5.39,scattered clouds
14,Albany,US,42.6001,-73.9662,71.82,66,51,5.03,broken clouds
15,Chumphon,TH,10.3333,98.8333,71.2,98,100,1.3,light rain
16,Georgetown,MY,5.4112,100.3354,79.9,85,20,6.91,light rain
17,Cape Town,ZA,-33.9258,18.4232,69.12,44,10,6.87,clear sky
18,Montepuez,MZ,-13.1256,38.9997,83.32,29,20,3.69,few clouds
19,Chavakkad,IN,10.5333,76.05,80.67,85,100,8.81,overcast clouds
20,Zeya,RU,53.75,127.2667,60.69,74,18,3.29,few clouds
21,Boden,SE,65.8252,21.6886,60.8,87,100,6.35,overcast clouds
22,Salalah,OM,17.0151,54.0924,76.35,93,100,8.5,overcast clouds
23,Okha,RU,53.5739,142.9478,55.26,83,53,9.53,broken clouds
24,Saint Anthony,US,45.0205,-93.218,73.33,59,1,1.99,clear sky
25,Mataura,NZ,-46.1927,168.8643,48.47,90,50,4.23,scattered clouds
26,Hirara,JP,24.8,125.2833,83.17,79,1,11.07,clear sky
27,Tigil,RU,57.8,158.6667,51.39,93,56,8.97,broken clouds
28,Vaini,TO,-21.2,-175.2,69.12,62,13,16.62,few clouds
29,Puerto Ayora,EC,-0.7393,-90.3518,67.55,97,98,5.01,overcast clouds
30,Butaritari,KI,3.0707,172.7902,82.6,74,9,9.04,clear sky
31,The Valley,AI,18.217,-63.0578,84.34,79,40,17.27,scattered clouds
32,Hay River,CA,60.8156,-115.7999,51.15,88,99,2.68,overcast clouds
33,Vardo,NO,70.3705,31.1107,49.15,69,54,16.67,broken clouds
34,Wittenheim,FR,47.8078,7.337,88.14,65,14,11.18,few clouds
35,Tuktoyaktuk,CA,69.4541,-133.0374,47.91,73,56,12.1,broken clouds
36,Pangai,TO,-19.8,-174.35,71.51,59,19,16.55,few clouds
37,Norman Wells,CA,65.282,-126.8329,50.04,100,90,3.44,light rain
38,Abha,SA,18.2164,42.5053,73.65,64,40,16.11,scattered clouds
39,Port Elizabeth,ZA,-33.918,25.5701,71.1,60,0,11.83,clear sky
40,Ushuaia,AR,-54.8,-68.3,40.05,95,100,6.24,overcast clouds
41,Bluff,NZ,-46.6,168.3333,48.79,78,100,17.67,overcast clouds
42,Kodinar,IN,20.7903,70.7031,81.01,80,99,12.41,overcast clouds
43,Lanzhou,CN,36.0564,103.7922,75.15,55,98,6.24,overcast clouds
44,Dunedin,NZ,-45.8742,170.5036,46.63,73,40,7.96,scattered clouds
45,Hobart,AU,-42.8794,147.3294,44.46,83,75,5.01,light intensity shower rain
46,Kodiak,US,57.79,-152.4072,48.07,72,91,5.26,overcast clouds
47,Longyearbyen,SJ,78.2186,15.6401,39.04,75,75,17.27,broken clouds
48,Harrison,US,30.4091,-89.0436,84.31,76,1,5.75,clear sky
49,Ambilobe,MG,-13.2,49.05,78.89,59,76,2.95,broken clouds
50,Dikson,RU,73.5069,80.5464,48.56,100,100,15.66,light rain
51,Bundaberg,AU,-24.85,152.35,60.22,93,0,1.01,clear sky
52,Dodge City,US,37.7528,-100.0171,72.25,85,1,7.0,clear sky
53,Kalabo,ZM,-14.97,22.6814,88.92,14,0,6.26,clear sky
54,Christchurch,NZ,-43.5333,172.6333,35.8,100,1,2.3,clear sky
55,Manggar,ID,-2.8833,108.2667,81.28,81,99,11.14,overcast clouds
56,Sassandra,CI,4.95,-6.0833,81.64,59,42,9.95,scattered clouds
57,Kamina,CD,-8.7386,24.9906,89.17,15,1,7.43,clear sky
58,Fairbanks,US,64.8378,-147.7164,48.6,89,90,3.44,light rain
59,Vrede,ZA,-27.4257,29.1659,51.78,70,96,6.35,overcast clouds
60,Ponta Do Sol,PT,32.6667,-17.1,89.13,41,88,3.0,overcast clouds
61,Namibe,AO,-15.1961,12.1522,75.45,66,7,13.33,clear sky
62,San Martin,AR,-33.081,-68.4681,52.5,31,98,4.47,overcast clouds
63,Half Moon Bay,US,37.4636,-122.4286,64.58,92,90,0.0,overcast clouds
64,Choix,MX,26.7092,-108.3219,74.86,82,84,3.76,broken clouds
65,Vallenar,CL,-28.5708,-70.7581,62.22,46,100,3.74,overcast clouds
66,Sinnamary,GF,5.3833,-52.95,76.35,91,100,10.58,light rain
67,Qaanaaq,GL,77.484,-69.3632,38.37,99,100,6.15,light rain
68,Xai-Xai,MZ,-25.0519,33.6442,70.36,57,53,10.2,broken clouds
69,Porto Novo,BJ,6.4965,2.6036,84.58,57,88,13.38,overcast clouds
70,Zhigalovo,RU,54.8097,105.1578,62.89,92,99,2.39,light rain
71,Ayan,RU,56.45,138.1667,62.92,83,86,2.93,overcast clouds
72,Mayumba,GA,-3.432,10.6554,76.8,80,93,9.89,overcast clouds
73,Punta Arenas,CL,-53.15,-70.9167,43.38,85,100,5.41,overcast clouds
74,Iqaluit,CA,63.7506,-68.5145,41.23,98,100,7.63,light rain
75,Lompoc,US,34.6391,-120.4579,59.63,92,90,6.91,mist
76,Tasiilaq,GL,65.6145,-37.6368,51.96,67,80,9.95,broken clouds
77,Kavaratti,IN,10.5669,72.642,81.18,79,100,18.37,overcast clouds
78,Touros,BR,-5.1989,-35.4608,85.1,57,14,18.48,few clouds
79,Schonebeck,DE,52.0167,11.75,85.08,41,97,5.91,overcast clouds
80,Port Alfred,ZA,-33.5906,26.891,64.65,62,0,11.05,clear sky
81,Juneau,US,58.3019,-134.4197,51.22,97,90,3.44,light rain
82,Nanortalik,GL,60.1432,-45.2371,50.29,93,100,4.99,overcast clouds
83,Hermanus,ZA,-34.4187,19.2345,69.8,61,7,3.53,clear sky
84,Marzuq,YE,14.4,46.4667,82.76,43,64,10.89,broken clouds
85,Tyrma,RU,50.0833,132.1667,59.36,95,73,1.36,broken clouds
86,Kavieng,PG,-2.5744,150.7967,81.75,80,100,9.91,light rain
87,Thompson,CA,55.7435,-97.8558,69.3,61,100,9.31,overcast clouds
88,Codrington,AU,-38.2667,141.9667,51.26,78,34,16.96,scattered clouds
89,East London,ZA,-33.0153,27.9116,64.65,54,2,6.8,clear sky
90,Castro,BR,-24.7911,-50.0119,67.03,66,72,3.94,broken clouds
91,Provideniya,RU,64.3833,-173.3,50.5,78,100,3.33,overcast clouds
92,Laguna,US,38.421,-121.4238,81.1,79,20,2.33,few clouds
93,Mount Isa,AU,-20.7333,139.5,67.77,34,0,6.91,clear sky
94,Les Cayes,HT,18.2,-73.75,85.84,64,49,4.94,scattered clouds
95,Mandera,KE,3.9366,41.867,89.47,33,85,17.9,overcast clouds
96,Solnechnyy,RU,50.7214,136.6319,61.14,79,34,3.91,scattered clouds
97,Dingli,MT,35.8614,14.3822,87.96,51,20,8.05,few clouds
98,Saskylakh,RU,71.9167,114.0833,50.85,64,0,7.49,clear sky
99,Ribeira Grande,PT,38.5167,-28.7,75.6,73,40,10.36,scattered clouds
100,Constitucion,CL,-35.3333,-72.4167,51.22,84,100,13.33,overcast clouds
101,Paamiut,GL,61.994,-49.6678,48.54,94,100,8.08,overcast clouds
102,Pokhara,NP,28.2333,83.9833,72.77,96,100,1.9,overcast clouds
103,Cabo San Lucas,MX,22.8909,-109.9124,84.51,69,2,5.99,clear sky
104,Bathsheba,BB,13.2167,-59.5167,86.61,70,20,11.5,few clouds
105,Biltine,TD,14.5333,20.9167,87.39,49,69,7.0,broken clouds
106,Baicheng,CN,45.6167,122.8167,68.9,64,75,4.83,broken clouds
107,Port Hardy,CA,50.6996,-127.4199,59.68,94,100,6.17,overcast clouds
108,Bredasdorp,ZA,-34.5322,20.0403,69.28,63,7,5.97,clear sky
109,Mende,FR,44.6667,3.5,80.65,39,0,9.19,clear sky
110,Hobyo,SO,5.3505,48.5268,79.65,72,70,28.39,broken clouds
111,Copiapo,CL,-27.3667,-70.3333,49.69,35,100,0.94,overcast clouds
112,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,82.71,63,100,2.35,overcast clouds
113,Truro,GB,50.2653,-5.0544,65.48,92,75,17.27,broken clouds
114,Te Anau,NZ,-45.4167,167.7167,46.63,90,100,7.9,overcast clouds
115,Maraa,BR,-1.8333,-65.3667,82.76,69,99,2.26,overcast clouds
116,Coihaique,CL,-45.5752,-72.0662,37.35,93,90,3.44,overcast clouds
117,Margate,GB,51.3813,1.3862,74.7,62,26,13.6,scattered clouds
118,Vorotynets,RU,56.0603,45.8633,80.1,35,11,6.29,few clouds
119,Port Blair,IN,11.6667,92.75,79.92,86,100,13.22,heavy intensity rain
120,Barrow,US,71.2906,-156.7887,39.22,87,90,19.57,overcast clouds
121,Tabou,CI,4.423,-7.3528,79.47,65,100,8.03,overcast clouds
122,Saldanha,ZA,-33.0117,17.9442,62.08,62,29,9.4,scattered clouds
123,Szczecin,PL,53.4289,14.553,75.34,60,96,7.81,overcast clouds
124,Nikolskoye,RU,59.7035,30.7861,69.69,53,100,8.7,overcast clouds
125,Karratha,AU,-20.7377,116.8463,76.98,39,100,12.82,overcast clouds
126,Kashi,CN,39.4547,75.9797,77.23,28,100,15.93,light rain
127,Cidreira,BR,-30.1811,-50.2056,62.15,84,97,3.69,overcast clouds
128,Jieshi,CN,22.8134,115.8257,82.11,85,10,7.92,clear sky
129,Ancud,CL,-41.8697,-73.8203,44.42,86,100,11.92,overcast clouds
130,Bac Lieu,VN,9.285,105.7244,80.46,80,99,3.74,light rain
131,Kundla,IN,21.3333,71.3,82.65,67,81,13.09,broken clouds
132,Mana,GF,5.6592,-53.7767,76.41,90,99,11.21,overcast clouds
133,Pevek,RU,69.7008,170.3133,32.97,100,100,6.35,snow
134,Praia,CV,14.9215,-23.5087,81.14,74,75,13.8,broken clouds
135,Tetiz,MX,20.9667,-89.9333,82.49,62,13,2.24,few clouds
136,Bilma,NE,18.6853,12.9164,102.94,20,61,5.68,broken clouds
137,Buala,SB,-8.145,159.5921,79.99,84,91,7.54,light rain
138,Carnarvon,AU,-24.8667,113.6333,64.47,58,40,9.22,scattered clouds
139,Aguimes,ES,27.9054,-15.4461,88.66,73,0,33.38,clear sky
140,Palomares,MX,17.15,-95.0667,75.24,90,57,3.62,broken clouds
141,Airai,TL,-8.9266,125.4092,57.74,90,62,3.76,broken clouds
142,Khatanga,RU,71.9667,102.5,59.52,52,100,10.36,overcast clouds
143,Butte,US,39.6499,-121.5677,87.35,63,1,0.0,clear sky
144,Mehamn,NO,71.0357,27.8492,47.46,81,100,12.93,overcast clouds
145,Hithadhoo,MV,-0.6,73.0833,83.66,68,55,14.47,broken clouds
146,Warri,NG,5.5167,5.75,85.17,57,100,9.78,light rain
147,Olinda,BR,-8.0089,-34.8553,74.93,73,75,12.66,broken clouds
148,Geraldton,AU,-28.7667,114.6,57.61,62,0,10.36,clear sky
149,Cherskiy,RU,68.75,161.3,42.89,86,100,3.49,overcast clouds
150,Ponot,PH,8.452,123.0222,79.18,85,19,5.73,few clouds
151,Umm Lajj,SA,25.0213,37.2685,89.85,64,11,11.34,few clouds
152,Eureka,US,40.8021,-124.1637,59.63,95,67,4.12,broken clouds
153,Kyshtovka,RU,56.555,76.6271,68.29,74,22,5.01,few clouds
154,Tres Passos,BR,-27.4556,-53.9319,69.82,65,9,1.9,clear sky
155,Jamestown,US,42.097,-79.2353,69.3,87,1,1.99,clear sky
156,Bethel,US,41.3712,-73.414,74.55,70,100,6.4,overcast clouds
157,Tuatapere,NZ,-46.1333,167.6833,48.81,86,83,8.63,broken clouds
158,New Norfolk,AU,-42.7826,147.0587,44.1,76,67,3.0,light rain
159,Rafaela,AR,-31.2503,-61.4867,63.0,47,11,3.0,few clouds
160,Rockhampton,AU,-23.3833,150.5,60.69,94,0,0.0,clear sky
161,Beringovskiy,RU,63.05,179.3167,49.21,98,100,5.97,light rain
162,Sosnovo-Ozerskoye,RU,52.5249,111.5418,57.92,75,20,3.53,few clouds
163,Los Llanos De Aridane,ES,28.6585,-17.9182,74.95,78,20,17.27,few clouds
164,Tiksi,RU,71.6872,128.8694,40.26,91,92,4.27,overcast clouds
165,Biak,ID,-0.9131,122.8766,75.4,84,18,5.35,few clouds
166,Hambantota,LK,6.1241,81.1185,84.54,70,75,10.36,broken clouds
167,Noyabrsk,RU,63.1994,75.4507,61.2,66,84,17.43,broken clouds
168,Vila,PT,42.0304,-8.1588,80.71,24,0,6.55,clear sky
169,Sakakah,SA,29.9697,40.2064,103.08,12,0,7.94,clear sky
170,Kudahuvadhoo,MV,2.6708,72.8944,82.87,71,2,15.05,clear sky
171,Fortuna,US,40.5982,-124.1573,59.36,69,90,1.01,overcast clouds
172,Guerrero Negro,MX,27.9769,-114.0611,71.35,81,78,12.08,broken clouds
173,Marawi,PH,7.9986,124.2928,69.66,95,27,0.78,scattered clouds
174,Mangrol,IN,21.1167,70.1167,81.63,79,100,14.25,overcast clouds
175,Bengkulu,ID,-3.8004,102.2655,77.18,89,100,3.47,moderate rain
176,Nelson Bay,AU,-32.7167,152.15,54.95,88,0,15.39,clear sky
177,La Rochelle,FR,46.1667,-1.15,78.51,64,0,19.57,clear sky
178,Poum,NC,-20.2333,164.0167,70.72,66,75,21.3,broken clouds
179,Lexington,US,37.9887,-84.4777,71.15,85,90,1.01,overcast clouds
180,Abnub,EG,27.2696,31.1511,102.9,12,0,19.77,clear sky
181,Kindia,GN,10.0569,-12.8658,69.87,97,100,2.04,moderate rain
182,Taltal,CL,-25.4,-70.4833,60.87,63,1,6.71,clear sky
183,Gari,RU,59.4307,62.3497,71.8,55,91,4.94,overcast clouds
184,Pisco,PE,-13.7,-76.2167,61.02,86,58,2.51,broken clouds
185,Esperance,AU,-33.8667,121.9,52.54,81,0,7.76,clear sky
186,Jinka,ET,5.65,36.65,73.22,52,96,3.36,overcast clouds
187,Souillac,MU,-20.5167,57.5167,68.36,65,83,15.1,broken clouds
188,High Level,CA,58.5169,-117.136,53.87,76,100,8.39,overcast clouds
189,Oistins,BB,13.0667,-59.5333,86.09,70,20,11.5,few clouds
190,Tacuarembo,UY,-31.7333,-55.9833,61.59,60,0,4.09,clear sky
191,Guangyuan,CN,32.442,105.823,72.99,92,99,2.42,overcast clouds
192,Avera,US,33.194,-82.5271,79.93,78,100,4.59,overcast clouds
193,Oussouye,SN,12.485,-16.5469,78.08,81,100,4.65,overcast clouds
194,Kahului,US,20.8947,-156.47,74.46,87,37,8.1,light rain
195,Milkovo,RU,54.7167,158.6167,54.52,85,6,4.92,clear sky
196,Port Hedland,AU,-20.3167,118.5667,75.25,29,70,8.05,broken clouds
197,Mpika,ZM,-11.8343,31.4529,73.22,33,42,9.71,scattered clouds
198,Yulara,AU,-25.2406,130.9889,62.46,35,7,11.86,clear sky
199,Bagepalli,IN,13.7847,77.7931,77.34,59,100,13.85,overcast clouds
200,Mahebourg,MU,-20.4081,57.7,68.25,64,91,15.41,overcast clouds
201,Severo-Kurilsk,RU,50.6789,156.125,53.58,90,17,10.96,few clouds
202,Alekseyevka,RU,50.6309,38.6903,84.72,34,96,9.17,overcast clouds
203,Alice Springs,AU,-23.7,133.8833,53.15,32,0,3.44,clear sky
204,Ostrovnoy,RU,68.0531,39.5131,59.67,84,100,8.3,overcast clouds
205,Aktas,KZ,49.7789,72.9608,67.75,37,71,9.93,broken clouds
206,Araouane,ML,18.9048,-3.5265,102.58,22,46,10.89,scattered clouds
207,Sibolga,ID,1.7427,98.7792,77.68,89,100,2.93,light rain
208,Chartres,FR,48.4167,1.5,86.31,48,79,10.0,broken clouds
209,Searcy,US,35.2506,-91.7363,73.62,81,1,5.75,clear sky
210,Shelburne,CA,44.0787,-80.2041,67.68,51,6,6.17,clear sky
211,Aklavik,CA,68.2191,-135.0107,50.49,63,100,11.36,overcast clouds
212,Dolores,AR,-36.3132,-57.6792,55.78,67,0,0.67,clear sky
213,Alta Floresta,BR,-9.8756,-56.0861,93.42,28,4,4.54,clear sky
214,Padang,ID,-0.9492,100.3543,79.36,86,100,2.71,overcast clouds
215,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,93,90,17.27,fog
216,Hima,UG,0.2958,30.1804,80.08,50,100,1.95,overcast clouds
217,Adrar,MR,20.5022,-10.0711,108.39,9,6,6.96,clear sky
218,Faya,SA,18.3851,42.4509,73.92,51,100,10.92,overcast clouds
219,Palm Coast,US,29.585,-81.2078,86.09,68,100,4.0,overcast clouds
220,Aksarka,RU,66.5606,67.7975,56.89,68,83,17.54,broken clouds
221,Saint-Philippe,RE,-21.3585,55.7679,69.39,70,76,12.86,broken clouds
222,Bandarbeyla,SO,9.4942,50.8122,85.05,58,54,31.59,broken clouds
223,Gravdal,NO,68.1214,13.5031,52.66,76,49,19.57,scattered clouds
224,Waingapu,ID,-9.6567,120.2641,77.2,83,6,12.19,clear sky
225,Tura,IN,25.5198,90.2201,75.56,98,100,3.91,overcast clouds
226,Miraflores,MX,19.2167,-98.8083,60.87,84,17,3.69,few clouds
227,Leningradskiy,RU,69.3833,178.4167,33.75,98,100,14.52,overcast clouds
228,Vanimo,PG,-2.6741,141.3028,78.17,88,29,6.91,scattered clouds
229,Budogoshch,RU,59.2816,32.4707,66.11,67,83,10.96,light rain
230,Puro,PH,12.4841,123.3827,80.71,77,38,4.0,scattered clouds
231,Parana,AR,-31.732,-60.5238,64.29,62,2,5.01,clear sky
232,Richards Bay,ZA,-28.783,32.0377,70.5,58,80,11.1,broken clouds
233,Yellowknife,CA,62.456,-114.3525,51.71,84,100,4.74,overcast clouds
234,Batsfjord,NO,70.6345,29.7185,53.82,73,99,14.29,overcast clouds
235,Matagami,CA,49.7502,-77.6328,65.64,49,12,8.9,few clouds
236,Samarai,PG,-10.6167,150.6667,78.13,85,73,18.57,broken clouds
237,Ribeira Brava,PT,32.65,-17.0667,89.13,41,90,2.77,overcast clouds
238,Katsuura,JP,35.1333,140.3,69.91,95,100,12.39,overcast clouds
239,Houyet,BE,50.1862,5.0076,82.11,54,100,5.99,overcast clouds
240,Luderitz,NA,-26.6481,15.1594,63.7,57,0,11.23,clear sky
241,Katherine,AU,-14.4667,132.2667,80.92,36,0,10.36,clear sky
242,Mnogovershinnyy,RU,53.9353,139.9242,60.84,73,0,4.47,clear sky
243,Dingle,PH,10.9995,122.6711,77.0,86,88,5.26,light rain
244,Lagoa,PT,39.05,-27.9833,70.86,74,17,10.0,few clouds
245,Raga,SS,8.4596,25.678,76.64,84,99,0.47,light rain
246,Berlevag,NO,70.8578,29.0864,48.04,78,100,13.38,overcast clouds
247,Erenhot,CN,43.6475,111.9767,77.94,37,15,12.01,few clouds
248,Sonoita,MX,31.85,-112.8333,79.54,64,76,2.33,broken clouds
249,Torbay,CA,47.6666,-52.7314,76.28,89,75,2.3,broken clouds
250,Rumford,US,44.5537,-70.5509,72.68,43,4,8.88,clear sky
251,Sam Roi Yot,TH,12.2708,99.872,78.35,83,100,4.92,light rain
252,Narsaq,GL,60.9167,-46.05,57.42,76,96,1.83,overcast clouds
253,Kitimat,CA,54.0524,-128.6534,58.91,93,100,1.01,moderate rain
254,Matara,LK,5.9485,80.5353,78.76,85,100,11.3,overcast clouds
255,Arraial Do Cabo,BR,-22.9661,-42.0278,69.42,76,75,9.42,broken clouds
256,Cayenne,GF,4.9333,-52.3333,75.24,91,75,1.99,moderate rain
257,Las Palmas,ES,28.4204,-14.0131,77.79,74,14,10.36,few clouds
258,Koslan,RU,63.4564,48.8989,71.33,56,97,11.59,overcast clouds
259,Rio Grande,BR,-32.035,-52.0986,57.31,81,58,3.74,broken clouds
260,Chokwe,MZ,-24.5333,32.9833,77.34,36,15,5.84,few clouds
261,Marovoay,MG,-16.1,46.6333,82.54,26,9,9.4,clear sky
262,Roebourne,AU,-20.7833,117.1333,77.95,35,87,11.72,overcast clouds
263,Narasannapeta,IN,18.4167,84.05,83.37,80,98,3.67,overcast clouds
264,Ust-Maya,RU,60.4167,134.5333,66.04,69,100,3.4,overcast clouds
265,Batagay,RU,67.6333,134.6333,47.5,85,100,2.75,overcast clouds
266,Itaituba,BR,-4.2761,-55.9836,87.78,59,56,0.72,broken clouds
267,Sola,VU,-13.8833,167.55,77.43,79,100,26.75,overcast clouds
268,Vostochnyy,RU,55.8167,37.8667,80.58,49,75,10.83,broken clouds
269,Ilulissat,GL,69.2167,-51.1,48.22,87,20,5.75,few clouds
270,Havre-Saint-Pierre,CA,50.2334,-63.5986,67.73,75,5,10.07,clear sky
271,Yaring,TH,6.8662,101.3689,80.85,76,100,3.13,moderate rain
272,Husavik,IS,66.0449,-17.3389,58.71,60,69,6.26,broken clouds
273,Sao Filipe,CV,14.8961,-24.4956,75.88,76,22,4.32,few clouds
274,Urvan,RU,43.4922,43.7606,73.09,81,97,0.92,overcast clouds
275,Anadyr,RU,64.75,177.4833,49.37,71,100,5.91,overcast clouds
276,Kamenka,RU,51.3223,42.7678,78.33,57,100,6.93,overcast clouds
277,Port Macquarie,AU,-31.4333,152.9167,49.96,70,1,5.88,clear sky
278,Hamilton,US,39.1834,-84.5333,70.07,88,100,1.01,light rain
279,Pouembout,NC,-21.1333,164.9,65.23,79,41,5.08,scattered clouds
280,Marienburg,PL,54.0359,19.0266,74.95,46,60,15.77,broken clouds
281,Jaca,ES,42.569,-0.5499,97.02,20,1,8.21,clear sky
282,Mayo,US,38.8876,-76.5119,77.41,72,90,11.99,overcast clouds
283,Honningsvag,NO,70.9821,25.9704,46.71,78,100,14.09,overcast clouds
284,Atbasar,KZ,51.8,68.3333,77.56,31,7,5.64,clear sky
285,Witu,KE,-2.3889,40.4382,78.96,61,7,15.73,clear sky
286,La Ronge,CA,55.1001,-105.2842,64.33,64,2,9.06,clear sky
287,Belyy Yar,RU,53.6039,91.3903,64.29,72,0,8.95,clear sky
288,Dehui,CN,44.5333,125.7,63.07,90,4,2.98,clear sky
289,Tuy Hoa,VN,13.0833,109.3,74.07,89,84,5.39,broken clouds
290,Voskresenskoye,RU,56.8381,45.4317,78.24,39,62,5.91,broken clouds
291,Lebu,CL,-37.6167,-73.65,49.86,87,100,22.57,overcast clouds
292,Khani,GE,41.9563,42.9566,67.57,88,89,4.9,overcast clouds
293,Dudinka,RU,69.4058,86.1778,58.66,91,100,23.53,overcast clouds
294,Wagga Wagga,AU,-35.1167,147.3667,39.61,100,0,0.0,clear sky
295,Umm Kaddadah,SD,13.6017,26.6876,90.21,38,90,9.01,overcast clouds
296,Chokurdakh,RU,70.6333,147.9167,41.76,77,100,6.11,overcast clouds
297,Coari,BR,-4.085,-63.1414,87.37,52,57,3.06,broken clouds
298,Santa Lucia,ES,27.9117,-15.5407,83.77,73,0,33.38,clear sky
299,Ishigaki,JP,24.3448,124.1572,83.55,80,1,14.03,clear sky
300,Clyde River,CA,70.4692,-68.5914,41.76,89,99,3.98,overcast clouds
301,Kishorganj,BD,24.4333,90.7667,81.25,88,100,5.82,overcast clouds
302,Baiyin,CN,36.5583,104.2081,72.0,55,100,17.0,overcast clouds
303,Mackay,AU,-21.15,149.2,66.04,80,73,10.78,broken clouds
304,Behshahr,IR,36.6923,53.5526,89.55,35,26,8.3,scattered clouds
305,Slantsy,RU,59.1182,28.0914,64.22,67,100,11.63,light rain
306,San Quintin,MX,30.4833,-115.95,69.15,88,29,8.41,scattered clouds
307,Harper,LR,4.375,-7.7169,79.45,64,100,6.8,overcast clouds
308,Camargo,MX,27.6667,-105.1667,74.93,55,89,6.96,overcast clouds
309,Alexandria,EG,31.2156,29.9553,87.76,62,0,13.8,clear sky
310,Marystown,CA,47.1666,-55.1483,70.03,93,99,8.75,overcast clouds
311,Solano,US,38.2333,-121.9511,68.07,82,1,13.8,clear sky
312,Kharan,PK,28.5833,65.4167,96.85,8,0,3.31,clear sky
313,Shingu,JP,33.7333,135.9833,76.91,94,96,4.41,overcast clouds
314,Najran,SA,17.4924,44.1277,97.59,10,88,19.6,overcast clouds
315,Sambava,MG,-14.2667,50.1667,74.17,70,6,20.36,clear sky
316,Issaquah,US,47.5301,-122.0326,65.21,91,1,3.0,haze
317,Duvan,RU,55.695,57.9024,73.11,55,73,7.65,broken clouds
318,Tessalit,ML,20.1986,1.0114,104.4,14,1,4.27,clear sky
319,Karnobat,BG,42.65,26.9833,88.95,26,0,13.51,clear sky
320,Martapura,ID,-3.4167,114.85,78.89,83,100,3.44,overcast clouds
321,Kalmunai,LK,7.4167,81.8167,81.64,73,100,7.49,light rain
322,Henties Bay,NA,-22.116,14.2845,62.13,74,23,7.54,few clouds
323,Karasjok,NO,69.4719,25.5112,50.11,62,99,10.58,overcast clouds
324,Gobabis,NA,-22.45,18.9667,82.17,12,0,14.83,clear sky
325,Hofn,IS,64.2539,-15.2082,55.42,76,75,5.75,broken clouds
326,Rodniki,RU,57.1051,41.7305,77.52,41,95,11.9,overcast clouds
327,Hasaki,JP,35.7333,140.8333,68.4,87,100,14.56,overcast clouds
328,Soyo,AO,-6.1349,12.3689,76.84,76,44,10.6,scattered clouds
329,Kruisfontein,ZA,-34.0033,24.7314,68.88,53,0,7.83,clear sky
330,Amapa,BR,1.0,-52.0,85.96,58,17,3.51,few clouds
331,Qasigiannguit,GL,68.8193,-51.1922,48.45,82,100,3.85,overcast clouds
332,Bam,IR,29.106,58.357,96.96,9,3,15.32,clear sky
333,Cockburn Town,TC,21.4612,-71.1419,83.25,80,42,15.77,scattered clouds
334,Cape Canaveral,US,28.4058,-80.6048,87.87,75,1,12.66,clear sky
335,Show Low,US,34.2542,-110.0298,65.08,92,1,0.0,clear sky
336,Khandyga,RU,62.6667,135.6,60.24,93,75,1.74,broken clouds
337,Hecun,CN,36.5333,114.1111,72.54,82,19,2.13,light rain
338,San Pedro,PH,14.35,121.0167,81.36,86,99,1.99,overcast clouds
339,Zheleznogorsk-Ilimskiy,RU,56.5768,104.1217,58.71,80,100,2.17,overcast clouds
340,Shancheng,CN,34.7953,116.0817,72.9,80,41,5.88,light rain
341,Upernavik,GL,72.7868,-56.1549,43.18,91,100,31.76,light rain
342,Verkhnyaya Inta,RU,65.9811,60.3094,60.03,60,6,13.56,clear sky
343,Lubango,AO,-14.9172,13.4925,79.77,19,2,6.51,clear sky
344,Santa Marta,CO,11.2408,-74.199,85.98,73,100,4.09,overcast clouds
345,Wilmington,US,34.2257,-77.9447,88.99,72,40,0.0,scattered clouds
346,Kencong,ID,-8.2833,113.3667,75.18,92,31,4.97,scattered clouds
347,Calafell,ES,41.2,1.5683,98.76,58,1,8.79,clear sky
348,Nyurba,RU,63.2842,118.3319,54.88,87,95,4.18,overcast clouds
349,Tromso,NO,69.6496,18.957,59.65,71,75,16.11,broken clouds
350,General Roca,AR,-39.0333,-67.5833,45.0,24,100,7.09,overcast clouds
351,Amqui,CA,48.4638,-67.4313,63.23,63,14,12.82,few clouds
352,Atar,MR,20.5169,-13.0499,107.62,14,5,4.05,clear sky
